,Antiguedad,Anunciante,Balneario,NroBanios,Nro_pisos,Cocheras,Dormitorios,Estado de Inmueble,Luminosidad,Mascotas,Precio,Tipo,TipoCochera,Uso_comercial,Uso_profesional,latitud,longitud,Area_constr_m2,Area_total_m2,'Cuarto de servicio','Deposito','Terraza','Kitchenette','Sala de estar','Sotano','Patio','anx81tico','Comedor diario','Comedor','Banio de servicio','Jardanxadn Interno','Walking Closet','Escritorio','Cocina','Banio independiente','Lavanderanxada','Balcon','Sala','Closet','Banio de visitas','Agua','Guardiananxada','Internet','Luz','Cable','Servicio de Limpieza','Conexion a gas','Sistema de seguridad','Telefono','Areadeportiva','Piscina','Solarium','Sala de internet','Sala de cine','Jardanxadn','Parque interno','Guarderanxada','anx81reas verdes','Club House','Hall de ingreso','Areade BBQ','Gimnasio','Areade sauna','Juegos para ninios','Ingreso independiente','Colegios cercanos','Cerca al mar','Centros comerciales cercanos','Parques cercanos','Acceso personas discapacidad','Frente al mar','Desagaue','Jacuzzi','Chimenea','Intercomunicador','Cerco Electrico','Parrilla','Aire acondicionado','Amoblado','Sauna','Calefaccion','Equipado','Terma','Portero electrico','Cocina con reposteros',Distrito,Provincia,geohash_grado6,geohash_grado5,geohash_grado7,geohash_grado8,preciom2_area_total,preciom2_area_constr,grupo_dist,area_ponderada,probability
5217,5.0,475,80,5.0,2.0,1.0,4,1,0,1,380000.0,0,3,2,2,-12.08787767962243,-75.21075010716254,568.0,1005.0,1,1,1,0,0,0,1,0,0,1,1,1,0,0,1,0,1,0,1,1,1,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,54,9,1002,159,3487,4744,1245.1514442192474,1269.783321917925,2,1920.2394803590646,
5218,2.0,475,80,3.0,2.0,2.0,2,3,1,1,470000.0,0,3,0,2,-12.09336569302144,-76.92568614352153,220.0,375.0,1,0,0,0,0,0,0,0,1,1,1,0,0,0,1,0,0,0,0,0,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0,1,0,0,1,0,0,0,1,1,1,0,1,0,0,0,0,0,1,0,1,70,12,717,103,2543,3356,1971.8670147155633,2840.748410093181,1,699.6272756422313,
5219,1.0,475,80,3.0,3.0,1.0,4,1,0,1,70000.0,0,1,1,1,-13.6514906,-73.4339849,118.0,118.0,0,1,1,0,0,0,0,0,1,1,0,0,0,0,1,0,1,0,1,0,0,1,0,1,1,1,0,0,0,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,146,1,999,156,3484,4741,593.2203389830509,593.2203389830509,2,118.0,
5220,7.0,475,4,5.0,3.0,2.0,3,4,2,0,155000.0,1,1,1,1,-12.846656768269481,-76.51651927782855,174.0,174.0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,1,0,1,0,0,0,0,0,0,1,0,1,0,0,1,1,0,1,7,12,107,43,172,192,1996.8556544786154,2005.1744855795348,1,174.00000000000009,
5221,5.0,475,23,5.0,3.0,2.0,4,2,1,1,178000.0,2,0,1,1,-12.8149095,-76.5406675,200.0,200.0,1,0,0,0,0,0,0,0,1,1,1,0,0,0,1,0,0,0,0,0,1,1,1,0,1,0,0,0,1,0,1,1,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,7,12,148,49,287,346,1996.8556544786154,2005.1744855795348,1,200.0,1970.126527245176
5222,3.0,475,3,4.0,3.0,2.0,3,4,2,1,175000.0,1,1,1,1,-12.8309037,-76.5397096,250.0,120.0,1,1,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,1,1,1,1,1,1,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,1,0,0,7,12,146,49,275,330,1996.8556544786154,2005.1744855795348,1,-152.26803763541974,
5223,2.0,9,15,5.0,3.0,1.0,4,1,0,1,220000.0,1,1,1,1,-12.330004,-76.8316424,220.0,220.0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0,0,1,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,1,112,12,209,61,396,471,2270.988322795083,1726.666266932461,2,220.0,
5224,1.0,338,80,4.0,3.0,2.0,3,3,2,0,169000.0,4,3,1,1,-12.811801316582999,-76.541748046875,176.0,123.0,1,0,1,0,0,0,1,0,0,1,1,0,1,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,2,2,2,2,2,2,0,0,0,0,0,1,0,1,0,0,0,0,0,0,7,12,147,49,286,345,1996.8556544786154,2005.1744855795348,1,11.998415425559642,
5225,8.0,475,80,3.0,3.0,1.0,4,3,1,1,98000.0,0,1,2,2,-9.07303163780978,-78.59156364553786,98.0,100.0,1,1,0,0,0,0,0,0,1,1,1,0,0,0,1,0,0,0,0,0,1,1,0,1,1,1,1,0,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,37,0,1184,247,3732,5002,511.12046846846846,549.3186666666667,2,104.18873904054493,1106.0151106863768
5226,3.0,475,80,3.0,3.0,0.0,4,4,2,1,585000.0,0,2,1,1,-6.78011851139239,-79.83925532149044,700.0,420.0,1,1,0,0,0,0,0,0,1,1,1,0,0,0,1,0,0,1,0,0,1,2,2,2,2,2,2,2,2,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,2,2,2,2,2,2,0,0,0,0,1,1,0,0,0,0,0,0,0,0,35,11,1108,207,3632,4901,1227.8767947425672,1156.7042151150936,2,-166.42346567628877,
5227,1.0,475,80,5.0,4.0,4.0,4,3,1,1,365000.0,0,0,2,2,-18.0175589,-70.2462896,360.0,360.0,1,0,0,0,0,0,0,0,1,1,1,0,0,0,1,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,145,19,8,5,9,9,1032.0315362200022,1343.3474227358004,2,360.0,
5228,1.0,475,80,3.0,3.0,1.0,2,3,1,1,260000.0,4,3,1,1,-8.137884399999999,-79.0336869,220.0,100.0,1,0,0,0,0,0,0,0,1,1,1,0,0,0,1,0,0,0,0,0,1,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,2,2,2,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,154,10,1062,191,3562,4823,1664.1554934287674,1469.3009290579798,2,-151.32434243269518,
5229,3.0,338,105,5.0,2.0,1.0,4,4,2,0,1300000.0,1,1,1,1,-12.7628793,-76.6015008,273.0,273.0,1,0,1,0,0,0,0,0,0,1,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,7,12,133,47,242,285,1996.8556544786154,2005.1744855795348,1,273.0,
5230,1.0,475,80,2.0,1.0,1.0,1,1,0,1,135000.0,0,1,1,1,-8.2499159,-74.663464,100.0,300.0,0,1,0,0,1,0,1,0,0,1,0,1,0,0,1,0,1,0,1,0,1,1,0,1,1,1,0,0,0,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,159,21,1219,268,3769,5039,325.0,1119.4444444444443,2,718.8739040544921,
5231,3.0,475,80,2.0,2.0,0.0,2,5,0,1,120000.0,0,2,1,1,-12.1528593,-77.0195213,110.0,1.0,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,1,0,0,1,0,0,0,0,0,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,12,12,273,71,579,718,5874.517154586162,2216.6005758565743,1,-227.2862777096981,
5232,3.0,475,80,4.0,3.0,1.0,3,4,2,1,290000.0,0,1,1,1,-16.39876348987714,-71.54769908979584,200.0,145.0,1,0,0,0,0,0,0,0,1,1,1,0,0,0,1,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,158,2,1017,167,3507,4764,1871.2121212121206,1246.4646464646464,2,29.80967638501471,
5233,4.0,475,80,3.0,3.0,1.0,2,4,2,1,250000.0,0,1,1,1,-16.39866056596537,-71.54855739668005,250.0,128.0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,6,2,1017,167,3506,4763,1690.9677734873676,3621.837583286299,2,-127.51308147324009,
5234,3.0,475,80,5.0,3.0,1.0,4,2,2,1,325000.0,0,1,1,1,-8.13877654652636,-79.03360106928285,240.0,158.0,1,0,0,0,0,0,0,0,1,1,1,0,0,0,1,0,0,1,0,0,1,1,0,0,1,0,0,0,0,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0,1,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,1,1,154,10,1062,191,3560,4821,1664.1554934287674,1469.3009290579798,2,-13.738300662341715,
5235,3.0,475,80,2.0,3.0,1.0,2,4,2,1,120000.0,0,1,1,1,-5.1851905999999985,-80.6329325,136.0,120.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,1,1,0,1,0,0,0,1,0,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,106,16,1135,216,3675,4944,1033.008725886804,1151.6061871986678,2,86.49008767564068,
5236,3.0,475,80,4.0,3.0,1.0,3,4,2,1,290000.0,0,1,1,1,-12.0811203,-76.9804528,373.0,160.0,1,0,0,0,0,0,0,0,1,1,1,0,0,0,1,0,0,1,0,0,1,1,0,1,1,1,0,0,0,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0,1,0,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,8,12,722,104,2598,3451,1457.3776836527845,1227.2335931249484,0,-286.10070781803387,
5237,3.0,475,80,3.0,2.0,1.0,2,2,1,1,198000.0,0,1,1,1,-5.1763212,-80.60910109999998,200.0,120.0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,1,0,0,1,1,1,0,1,0,0,0,1,0,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0,1,0,1,1,1,0,1,0,0,1,0,0,0,1,0,1,0,1,0,1,106,16,1140,216,3682,4951,1033.008725886804,1151.6061871986678,2,-47.54956162179678,
5238,1.0,338,80,4.0,3.0,2.0,3,4,2,0,169000.0,4,3,1,1,-12.833524104900999,-76.53307999259,176.0,123.0,1,0,1,0,0,0,1,0,0,1,1,0,1,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,2,2,2,2,2,2,0,0,0,0,0,1,0,1,0,0,0,0,0,0,7,12,105,43,170,190,1996.8556544786154,2005.1744855795348,1,11.998415425559642,
5239,5.0,475,80,2.0,1.0,1.0,2,1,1,1,78000.0,0,0,1,1,-12.2163884233743,-76.93803984361455,140.0,140.0,0,1,0,0,0,0,1,0,1,1,0,1,0,0,1,0,1,0,1,0,0,1,1,1,1,1,0,1,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,155,12,605,93,1917,2383,836.4920863277521,859.2889535360396,2,140.0,
5240,3.0,475,80,4.0,4.0,2.0,2,4,1,1,267168.0,4,1,1,1,-8.13909522595428,-79.03615031928395,213.0,236.0,1,1,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,154,10,1060,191,3557,4817,1664.1554934287674,1469.3009290579798,2,284.17049896626656,1393.172449394044
5241,3.0,475,46,3.0,2.0,0.0,2,2,1,1,255000.0,1,2,1,1,-8.07321249669282,-79.12027800024096,230.0,500.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,2,2,2,2,2,2,2,2,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,55,10,1074,194,3577,4838,759.0235363075032,1156.240520927438,2,1065.4797704735643,
5242,3.0,475,80,2.0,2.0,0.0,2,4,2,1,350000.0,0,2,1,1,-12.1527959,-76.9813003,100.0,140.0,0,1,1,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,1,1,0,0,1,1,0,0,0,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0,1,0,1,1,0,0,2,2,2,2,2,2,2,2,2,2,2,2,2,2,126,12,624,94,1955,2425,1031.6937592659694,895.0218355476323,2,223.7747808108984,
5243,2.0,475,80,1.0,1.0,0.0,2,1,0,0,105000.0,0,2,1,1,-12.18071931786056,-77.01840573083399,120.0,155.0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0,0,1,1,1,0,0,2,2,2,2,2,2,2,2,2,2,2,2,2,2,41,12,261,70,547,677,1200.0055778897788,2055.995442189472,2,228.3029332095361,
5244,3.0,475,80,2.0,3.0,0.0,2,1,0,1,88000.0,0,2,1,1,-12.0523494,-77.06939799999998,149.0,95.0,1,1,0,0,0,0,1,0,0,1,1,1,0,0,1,0,1,0,1,0,1,1,0,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,30,12,397,77,1496,1934,1780.6971577264733,1385.3466261327399,2,-18.095954094712795,1817.3885935702137
5245,2.0,475,80,5.0,4.0,1.0,4,2,1,1,270000.0,0,1,2,1,-12.0601768,-76.9941714,373.0,200.0,1,1,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,1,0,0,1,1,0,0,1,0,0,0,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0,1,0,1,1,1,0,2,2,2,2,2,2,2,2,2,2,2,2,2,2,8,12,433,78,1577,2021,1457.3776836527845,1227.2335931249484,0,-162.32592700713553,
5246,9.0,338,3,3.0,3.0,2.0,2,3,2,0,175000.0,2,3,1,1,-12.831857676175,-76.53767547698399,120.0,120.0,1,0,1,0,0,0,1,0,0,1,1,0,1,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,2,2,2,2,2,2,0,0,0,0,0,1,0,1,0,0,0,0,0,0,7,12,146,49,278,336,1996.8556544786154,2005.1744855795348,1,120.0,
5247,3.0,475,80,5.0,3.0,1.0,3,3,1,1,170000.0,0,1,1,1,-7.14136378185012,-78.51317766685986,360.0,200.0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,15,4,1203,260,3753,5023,921.2013413015547,1027.291212456307,2,-135.09912324359357,
5248,3.0,475,80,2.0,2.0,1.0,3,4,2,1,146000.0,0,1,1,1,-7.14648158560151,-78.51576168219042,220.0,220.0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0,0,0,0,1,0,0,2,2,2,2,2,2,2,2,2,2,2,2,2,2,15,4,1203,260,3752,5022,921.2013413015547,1027.291212456307,2,220.0,932.9008873738609
5249,3.0,475,80,5.0,3.0,2.0,4,3,1,1,320000.0,0,0,1,1,-7.1653183,-78.4626155,500.0,240.0,1,0,0,0,0,0,0,1,0,1,1,0,0,0,1,0,0,1,0,0,1,1,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,2,2,2,2,2,2,0,0,0,1,0,1,0,0,0,0,0,0,0,0,79,4,1204,261,3754,5024,510.99456265748194,872.3623047651438,2,-304.5360752708396,
5250,1.0,475,87,5.0,2.0,2.0,4,2,1,1,790000.0,1,3,1,1,-12.454571354819848,-76.78292999463524,360.0,360.0,1,1,0,0,0,0,0,0,1,1,1,0,0,0,1,0,0,1,0,0,1,1,1,1,1,1,1,1,1,1,1,0,1,0,0,1,1,0,1,0,1,1,1,0,1,0,0,0,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,1,0,1,108,12,219,62,426,509,1823.67921732464,8173.8924389428785,2,360.0,
5251,3.0,475,80,5.0,2.0,2.0,4,3,1,1,150000.0,0,0,2,2,-12.0584426,-75.19595670000002,298.0,298.0,0,1,0,0,0,0,0,0,1,1,1,0,0,0,1,0,0,1,0,0,1,1,0,0,1,0,0,0,0,0,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,54,9,1006,160,3492,4749,1245.1514442192474,1269.783321917925,2,298.0,
5252,3.0,307,80,2.0,3.0,0.0,4,4,2,1,79000.0,0,2,1,1,-11.815331,-77.135359,159.0,159.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,4,12,944,138,3399,4648,723.552727967986,840.5274472683725,2,159.0,
5253,2.0,475,80,2.0,2.0,1.0,2,3,0,1,55000.0,0,0,2,2,-9.1052648,-78.445126,120.0,128.0,0,1,0,0,0,0,1,0,0,1,1,1,0,0,1,0,1,0,1,0,1,1,0,1,1,1,0,0,0,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0,0,1,1,0,0,0,2,2,2,2,2,2,2,2,2,2,2,2,2,2,96,0,1189,250,3737,5007,593.5839892809884,875.3258434697766,2,144.75495616217967,792.2539850060946
5254,2.0,475,23,5.0,2.0,5.0,4,3,1,1,180000.0,1,1,1,1,-12.73556842534642,-76.62966402382115,350.0,1180.0,1,1,0,0,0,0,0,0,1,1,1,0,0,0,1,0,0,1,0,0,1,1,0,0,1,0,0,0,0,0,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0,0,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,1,0,1,7,12,158,51,308,372,1996.8556544786154,2005.1744855795348,1,2918.326701826141,
5255,2.0,475,80,3.0,2.0,2.0,4,3,1,1,290000.0,0,1,1,1,-12.17283141732938,-77.01654346255546,200.0,200.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0,0,0,1,1,0,0,2,2,2,2,2,2,2,2,2,2,2,2,2,2,41,12,270,71,570,705,1200.0055778897788,2055.995442189472,2,200.0,
