element_type,osmid,amenity,name,geometry
way,485901563,school,I.E.P La Ascensión College,"POLYGON ((-76.8706361 -12.098494, -76.870026 -12.0985814, -76.8701339 -12.0991146, -76.8702263 -12.0992562, -76.87045430000001 -12.0993827, -76.8707378 -12.0995515, -76.870824 -12.0993044, -76.8707285 -12.0990152, -76.8706361 -12.098494))"
way,485951961,restaurant,,"POLYGON ((-77.01552289999999 -12.1738239, -77.0154505 -12.1737634, -77.0154885 -12.1737172, -77.0155632 -12.1737782, -77.015541 -12.173805, -77.01552289999999 -12.1738239))"
way,486245879,marketplace,Mercado José María Arguedas,"POLYGON ((-76.9554423 -12.1324331, -76.9551795 -12.1325406, -76.9552304 -12.1327163, -76.9550754 -12.1327388, -76.9549255 -12.1318845, -76.95485480000001 -12.1316354, -76.9549627 -12.1315748, -76.9552087 -12.1320212, -76.9554423 -12.1324331))"
way,486245881,marketplace,Mercado Santa Rosa,"POLYGON ((-76.95351719999999 -12.1296922, -76.9539705 -12.1292805, -76.9542709 -12.1296136, -76.95371299999999 -12.1300751, -76.95351719999999 -12.1296922))"
way,486276335,restaurant,DON DINO Pizzas y Pastas,"POLYGON ((-76.9835953 -12.130891, -76.98361079999999 -12.1309343, -76.9835752 -12.1309493, -76.9835551 -12.1309067, -76.9835953 -12.130891))"
way,486593922,school,Bello Horizonte,"POLYGON ((-76.88224409999999 -12.0181072, -76.8824358 -12.0181687, -76.88246169999999 -12.0181003, -76.8822656 -12.0180353, -76.88224409999999 -12.0181072))"
way,486594150,school,,"POLYGON ((-76.8845458 -12.0193545, -76.8842497 -12.019277, -76.88417389999999 -12.0197954, -76.884451 -12.019848, -76.8845458 -12.0193545))"
way,486600521,parking,,"POLYGON ((-76.7748352 -12.4353552, -76.77482120000001 -12.4355901, -76.7746904 -12.4355741, -76.7743402 -12.4354373, -76.7740786 -12.4353074, -76.7741697 -12.4351158, -76.7748352 -12.4353552))"
way,486644411,restaurant,La folie,"POLYGON ((-76.9802778 -12.1108212, -76.9802778 -12.1106098, -76.980059 -12.1105756, -76.9800541 -12.1108198, -76.98014809999999 -12.110822, -76.9802778 -12.1108212))"
way,487183429,marketplace,Mercado Municipal de Chaclacayo,"POLYGON ((-76.773073 -11.9758677, -76.772902 -11.9758044, -76.77274180000001 -11.9762927, -76.7729051 -11.9763424, -76.773073 -11.9758677))"
way,487183433,parking,,"POLYGON ((-76.7677923 -11.9744029, -76.7676537 -11.9743698, -76.767577 -11.974677, -76.76771549999999 -11.9747101, -76.7677923 -11.9744029))"
way,487183441,school,Institución Educativa Felipe Santiago Estenos,"POLYGON ((-76.77921600000001 -11.9780371, -76.778268 -11.9778543, -76.7780135 -11.9786743, -76.77894980000001 -11.9788799, -76.77921600000001 -11.9780371))"
way,487185420,school,Colegio Winnetka,"POLYGON ((-76.76747949999999 -11.9757317, -76.76706849999999 -11.9756046, -76.7670229 -11.9756269, -76.7668231 -11.9762776, -76.7672536 -11.9764245, -76.76747949999999 -11.9757317))"
way,487777024,school,LIMA VILLA College,"POLYGON ((-76.9999342 -12.2068361, -76.99974330000001 -12.2066834, -76.9996573 -12.2067799, -76.9992001 -12.2064425, -76.9987335 -12.2070589, -76.99939620000001 -12.2075602, -76.9999342 -12.2068361))"
way,488590619,marketplace,Mercado Primavera,"POLYGON ((-76.9289332 -12.2185303, -76.9288921 -12.218596, -76.9287289 -12.2184986, -76.92876990000001 -12.2184329, -76.9289332 -12.2185303))"
way,488970154,college,CETPRO José Galvez Barrenechea,"POLYGON ((-76.906181 -12.2075645, -76.90615889999999 -12.2075288, -76.90593440000001 -12.2075039, -76.9058639 -12.2077382, -76.90610789999999 -12.2078097, -76.90615630000001 -12.2076435, -76.9061531 -12.2076355, -76.9061603 -12.2076125, -76.90616679999999 -12.2076087, -76.906181 -12.2075645))"
way,488970172,university,UPIG,"POLYGON ((-76.90761430000001 -12.2211873, -76.9073779 -12.2212239, -76.9074024 -12.2213747, -76.90763870000001 -12.221338, -76.90761430000001 -12.2211873))"
way,489850819,school,Institución Educativa 3042 Jesus El Salvador,"POLYGON ((-77.0694596 -12.0312327, -77.06946960000001 -12.0307789, -77.06983320000001 -12.0307819, -77.0698328 -12.0310144, -77.06980710000001 -12.0310259, -77.069806 -12.0310795, -77.069827 -12.0310978, -77.0698258 -12.0312382, -77.0694596 -12.0312327))"
way,489961171,parking,,"POLYGON ((-77.0806848 -12.057284, -77.0806393 -12.0572738, -77.0805733 -12.0575562, -77.0806187 -12.0575664, -77.0806848 -12.057284))"
way,490447688,school,I.E.P. Huellitas de San Lorenzo,"POLYGON ((-76.8689104 -12.2723526, -76.86881339999999 -12.2723925, -76.8688525 -12.2724835, -76.86894959999999 -12.2724435, -76.8689104 -12.2723526))"
way,491776195,school,Institución Educativa Giordano Bruno,"POLYGON ((-77.04346200000001 -12.0558098, -77.0432971 -12.0557903, -77.0432526 -12.056231, -77.04364030000001 -12.0562549, -77.043645 -12.0561068, -77.04364459999999 -12.056095, -77.04364459999999 -12.0560902, -77.0436419 -12.0560591, -77.0436342 -12.0559399, -77.0434528 -12.0559261, -77.04346200000001 -12.0558098))"
way,491846364,school,Institución Educativa N° 7078 Virgen de Chapi,"POLYGON ((-76.8807065 -12.2519327, -76.8800032 -12.2511738, -76.8793263 -12.2517757, -76.8800474 -12.2525606, -76.8807065 -12.2519327))"
way,493034576,college,SENATI,"POLYGON ((-76.97747889999999 -12.1513758, -76.9774032 -12.1514032, -76.9773508 -12.1512648, -76.97742650000001 -12.1512374, -76.97747889999999 -12.1513758))"
way,493466306,parking,,"POLYGON ((-76.974076 -12.022615, -76.9740951 -12.0228609, -76.9736194 -12.0228963, -76.97360020000001 -12.0226504, -76.974076 -12.022615))"
way,493467620,parking,,"POLYGON ((-76.98677619999999 -12.0212752, -76.98677619999999 -12.0214183, -76.9863689 -12.0214531, -76.986361 -12.0223233, -76.9871598 -12.0223233, -76.98714390000001 -12.022451, -76.9862186 -12.022451, -76.98624239999999 -12.0212133, -76.98627 -12.0211592, -76.98677619999999 -12.0212752))"
way,493475790,school,I.E. Yolanda Prieto Anicama,"POLYGON ((-77.05479769999999 -12.060919, -77.05507179999999 -12.0606908, -77.0552763 -12.0609448, -77.0548386 -12.0613024, -77.0548095 -12.0613211, -77.0547112 -12.0609887, -77.0548063 -12.0609605, -77.05479769999999 -12.060919))"
way,493475791,school,Institución Educativa 1017 Señor De Los Milagros,"POLYGON ((-77.0552763 -12.0609448, -77.0555432 -12.0612593, -77.05510099999999 -12.0616168, -77.0548386 -12.0613024, -77.0552763 -12.0609448))"
way,493767069,marketplace,Asociación Villa 2000,"POLYGON ((-76.93255550000001 -12.2112461, -76.93190420000001 -12.2123442, -76.93214039999999 -12.212478, -76.9326288 -12.2127547, -76.9332801 -12.2116566, -76.93255550000001 -12.2112461))"
way,494796047,parking,,"POLYGON ((-76.9251689 -12.2533693, -76.92522529999999 -12.2534348, -76.9252293 -12.2534715, -76.9234483 -12.253714, -76.92332620000001 -12.2536105, -76.9251689 -12.2533693))"
way,495775877,police,Dirección Ejecutiva de Apayo al Policía,"POLYGON ((-77.0523242 -12.0744465, -77.05216059999999 -12.0745847, -77.0518486 -12.074205, -77.0520173 -12.0740738, -77.0523242 -12.0744465))"
way,495775878,school,,"POLYGON ((-77.0526069 -12.0739495, -77.052386 -12.074119, -77.0525567 -12.0743317, -77.0527776 -12.0741622, -77.0526069 -12.0739495))"
way,495775879,college,Instituto de Contadores del Perú,"POLYGON ((-77.05327459999999 -12.0747304, -77.0527955 -12.0751086, -77.05260130000001 -12.0748733, -77.05308049999999 -12.0744952, -77.05327459999999 -12.0747304))"
way,495775909,college,Instituto CEPEA,"POLYGON ((-77.0524001 -12.0721916, -77.05193850000001 -12.0725319, -77.0520533 -12.0726818, -77.05251269999999 -12.0723222, -77.0524001 -12.0721916))"
way,495933226,school,Institución Educativa 7047 Tacna,"POLYGON ((-77.01744050000001 -12.1444887, -77.0179332 -12.1440413, -77.01831060000001 -12.1446835, -77.0178962 -12.1450555, -77.0174457 -12.1445274, -77.01744050000001 -12.1444887))"
way,495933227,clinic,Policlínico Carlos Mayorga Figueroa,"POLYGON ((-77.0188088 -12.147192, -77.0186625 -12.1472788, -77.01853199999999 -12.1470685, -77.0186783 -12.1469818, -77.0188088 -12.147192))"
way,495994112,parking,,"POLYGON ((-76.9342281 -12.2117682, -76.93314839999999 -12.2111409, -76.93303710000001 -12.2113238, -76.9341167 -12.2119513, -76.9342281 -12.2117682))"
way,495994115,parking,,"POLYGON ((-76.93289470000001 -12.2140021, -76.9328215 -12.2139585, -76.93255809999999 -12.2140518, -76.93260429999999 -12.2141715, -76.93271059999999 -12.21424, -76.9327553 -12.2142295, -76.93289470000001 -12.2140021))"
way,496103530,restaurant,Pio Rey,"POLYGON ((-76.98411590000001 -12.0785597, -76.984148 -12.0786266, -76.98402729999999 -12.0787014, -76.9839925 -12.0786279, -76.98411590000001 -12.0785597))"
way,496103532,restaurant,Mijuna,"POLYGON ((-76.9859313 -12.0809192, -76.9858727 -12.0808783, -76.98596790000001 -12.080759, -76.985986 -12.0807704, -76.9859914 -12.0807658, -76.9860444 -12.0808058, -76.9860343 -12.0808222, -76.98609399999999 -12.0808675, -76.98602390000001 -12.0809584, -76.9859936 -12.0809998, -76.98596209999999 -12.0809778, -76.98598 -12.0809533, -76.9859313 -12.0809192))"
way,496103533,restaurant,Chifa Corona,"POLYGON ((-76.985288 -12.0802403, -76.9851807 -12.0803872, -76.9851056 -12.0803295, -76.9852156 -12.0801852, -76.985288 -12.0802403))"
way,496317063,marketplace,Mercado El Trebol,"POLYGON ((-77.0147747 -12.1473887, -77.01451520000001 -12.1475616, -77.01467890000001 -12.1477966, -77.01497759999999 -12.1475977, -77.01494700000001 -12.1475539, -77.0149164 -12.14751, -77.01487729999999 -12.147536, -77.0147747 -12.1473887))"
way,496317064,parking,,"POLYGON ((-77.0144597 -12.1469667, -77.0146944 -12.1469654, -77.0144892 -12.1466769, -77.0143176 -12.1467989, -77.0144597 -12.1469667))"
way,496317065,marketplace,Mercado Polvos Celestes,"POLYGON ((-77.0132031 -12.1460279, -77.01304349999999 -12.146163, -77.0131683 -12.1463059, -77.0133144 -12.1461656, -77.0132031 -12.1460279))"
way,496766920,school,Institución Educativa 1057 Jose Baquijano Y Carrillo,"POLYGON ((-77.041832 -12.0821227, -77.0414892 -12.0821359, -77.04148000000001 -12.0821992, -77.04127509999999 -12.0821781, -77.0413475 -12.0817292, -77.0418174 -12.0817906, -77.041832 -12.0821227))"
way,496766926,school,Institución Educativa Teresa Gonzales De Fanning,"POLYGON ((-77.0439039 -12.0792662, -77.0439547 -12.0797467, -77.043488 -12.0798025, -77.0434525 -12.079328, -77.0439039 -12.0792662))"
way,496777760,school,I.E.P. Pedro Ruíz Gallo,"POLYGON ((-77.0218854 -12.1597178, -77.0214019 -12.1602883, -77.0217583 -12.1605528, -77.022042 -12.1607487, -77.02236790000001 -12.1609064, -77.02262450000001 -12.1606075, -77.02338709999999 -12.1608142, -77.0233386 -12.1605683, -77.02326410000001 -12.159985, -77.0232101 -12.1599556, -77.023203 -12.1599002, -77.0232455 -12.1598431, -77.02302570000001 -12.1583214, -77.02302829999999 -12.1582967, -77.0227921 -12.1583205, -77.0227986 -12.1583761, -77.0216033 -12.1585293, -77.0215729 -12.1585377, -77.0215436 -12.1585492, -77.02151430000001 -12.1585648, -77.0214871 -12.1585836, -77.02111600000001 -12.1589848, -77.0218854 -12.1597178))"
way,496778907,school,Institución Educativa 02 Laura Alva Saldaña,"POLYGON ((-77.0169434 -12.1536549, -77.01639040000001 -12.1541091, -77.0165063 -12.1544509, -77.0165652 -12.1546476, -77.01659770000001 -12.154749, -77.0166668 -12.1548106, -77.0167278 -12.1547966, -77.01679489999999 -12.1549059, -77.01684779999999 -12.1549218, -77.0169128 -12.1550391, -77.0175411 -12.1547084, -77.0169434 -12.1536549))"
way,497509728,parking,,"POLYGON ((-76.78491750000001 -11.9764438, -76.7848559 -11.9766273, -76.7845313 -11.9765231, -76.7845928 -11.9763395, -76.78491750000001 -11.9764438))"
way,497967427,school,Innova Schools,"POLYGON ((-77.007716 -12.2064548, -77.0081922 -12.2072624, -77.00861519999999 -12.2070635, -77.0081307 -12.2062545, -77.007716 -12.2064548))"
way,498055900,school,Institución Educativa Clements Markham,"POLYGON ((-77.0714248 -11.9644999, -77.0710861 -11.9648727, -77.07059099999999 -11.9644426, -77.0707864 -11.9641303, -77.0714248 -11.9644999))"
way,498101019,marketplace,Mercado Miguel Ángel,"POLYGON ((-77.0543457 -12.0089816, -77.0543076 -12.009071, -77.05421250000001 -12.0090322, -77.0542506 -12.0089428, -77.0543457 -12.0089816))"
way,498110490,marketplace,Mercado Naranjal,"POLYGON ((-77.0619518 -11.9854915, -77.0619078 -11.9857837, -77.06134489999999 -11.9857026, -77.0613889 -11.9854104, -77.0619518 -11.9854915))"
way,498110493,school,Institución Educativa 2070 Nuestra Señora del Carmen,"POLYGON ((-77.0625309 -11.9838608, -77.0624509 -11.9843158, -77.0611586 -11.9841125, -77.06122790000001 -11.9836601, -77.0625309 -11.9838608))"
way,498904326,restaurant,El Rey Dorado,"POLYGON ((-77.09211879999999 -12.0316974, -77.09223419999999 -12.0316725, -77.0922569 -12.0317367, -77.0921731 -12.0317498, -77.0921369 -12.0317315, -77.09211879999999 -12.0316974))"
way,499202083,marketplace,,"POLYGON ((-77.0251069 -12.057714, -77.0249147 -12.0578287, -77.0244762 -12.0577611, -77.0244988 -12.0576203, -77.0251069 -12.057714))"
way,500543577,university,Universidad Nacional Mayor de San Marcos,"POLYGON ((-77.019362 -12.05794, -77.0185484 -12.0578445, -77.0185336 -12.0578632, -77.01846190000001 -12.0584213, -77.019306 -12.0585121, -77.019373 -12.057963, -77.019362 -12.05794))"
way,500543582,school,Institución Educativa Maria Auxiliadora,"POLYGON ((-77.0454489 -12.0624825, -77.0449265 -12.0618683, -77.0438657 -12.0627352, -77.0443619 -12.0633647, -77.0454489 -12.0624825))"
way,500543601,marketplace,Mercado Las Flores de Breña,"POLYGON ((-77.0476288 -12.0646811, -77.0478305 -12.0645271, -77.04807649999999 -12.0648195, -77.0475739 -12.0652504, -77.0469528 -12.064508, -77.04696869999999 -12.0644959, -77.0472377 -12.0645063, -77.04728900000001 -12.0645184, -77.0473191 -12.0645357, -77.0473722 -12.0645877, -77.04748189999999 -12.0645046, -77.0476288 -12.0646811))"
way,501092548,parking,,"POLYGON ((-77.0547131 -11.9973988, -77.05470560000001 -11.9970169, -77.05461080000001 -11.9970187, -77.0546128 -11.9971154, -77.0546142 -11.9971747, -77.0546193 -11.9973997, -77.0547131 -11.9973988))"
way,501214357,marketplace,"Mercado ""El Ermitaño""","POLYGON ((-77.0532321 -11.9964201, -77.0526661 -11.9964033, -77.0526268 -11.997665, -77.0526405 -11.9976794, -77.0532355 -11.9976801, -77.0532541 -11.9976602, -77.0532558 -11.9964566, -77.0532321 -11.9964201))"
way,501214517,parking,,"POLYGON ((-76.86547710000001 -12.2337806, -76.86517449999999 -12.2338918, -76.8649753 -12.2333737, -76.8652779 -12.2332626, -76.86547710000001 -12.2337806))"
way,501214519,parking,,"POLYGON ((-76.8658382 -12.2346618, -76.8655356 -12.2347729, -76.8653364 -12.2342549, -76.865639 -12.2341438, -76.8658382 -12.2346618))"
way,501214525,parking,,"POLYGON ((-76.8677971 -12.2367951, -76.8676502 -12.2365617, -76.8671064 -12.2365779, -76.8673385 -12.2370526, -76.8673466 -12.2370691, -76.8677971 -12.2367951))"
way,501220175,parking,,"POLYGON ((-76.8625819 -12.2366728, -76.8625637 -12.2367021, -76.86230519999999 -12.2367934, -76.8622747 -12.2367775, -76.8622317 -12.236658, -76.8625278 -12.236544, -76.8625819 -12.2366728))"
way,501531220,school,Institución Educativa N° 6012,"POLYGON ((-76.8572298 -12.2447054, -76.8570903 -12.2447303, -76.8568137 -12.2445407, -76.8573396 -12.2438081, -76.8576977 -12.2440536, -76.8572298 -12.2447054))"
way,501763999,college,Escuela Nacional de Archiveros,"POLYGON ((-77.0596877 -12.0740323, -77.0595398 -12.0733965, -77.0598786 -12.0733212, -77.0600264 -12.073957, -77.0596877 -12.0740323))"
way,502197635,school,Institución Educativa No. 96,"POLYGON ((-76.98676829999999 -12.0404899, -76.9864274 -12.0405675, -76.98642030000001 -12.0405846, -76.9864706 -12.040845, -76.9866737 -12.0408039, -76.9866935 -12.0407822, -76.9867904 -12.0405127, -76.98676829999999 -12.0404899))"
way,502725490,marketplace,Mini mercado Amazonas,"POLYGON ((-76.9075428 -12.1528432, -76.9075126 -12.152967, -76.9074971 -12.1530324, -76.9074899 -12.1530435, -76.9075462 -12.1530567, -76.9075955 -12.1528555, -76.9075428 -12.1528432))"
way,502725499,marketplace,Mercado San Judas Tadeo,"POLYGON ((-76.888249 -12.1569864, -76.887911 -12.1569156, -76.8877006 -12.1576596, -76.88775560000001 -12.1576727, -76.8883845 -12.157261, -76.888249 -12.1569864))"
way,502924250,parking,,"POLYGON ((-76.976361 -12.2215276, -76.9762818 -12.221449, -76.9762818 -12.2213389, -76.9763241 -12.22125, -76.9763804 -12.2211793, -76.9764818 -12.2211001, -76.9765957 -12.2210454, -76.97677830000001 -12.2209931, -76.9768196 -12.2209903, -76.97685319999999 -12.2210099, -76.976361 -12.2215276))"
way,503289775,school,Institución Educativa Shaddai de Villa,"POLYGON ((-76.9595157 -12.1972055, -76.95933770000001 -12.1971076, -76.95916219999999 -12.1974096, -76.95934080000001 -12.1975101, -76.9595157 -12.1972055))"
way,503587132,clinic,Clínica San Juan de Dios,"POLYGON ((-76.99050250000001 -12.0652265, -76.9900361 -12.0660349, -76.98959309999999 -12.0668065, -76.9892638 -12.0666137, -76.9888837 -12.0664527, -76.9887028 -12.066393, -76.98889389999999 -12.0658206, -76.9892658 -12.0646835, -76.98936639999999 -12.0647212, -76.9897598 -12.0648684, -76.9898424 -12.0649092, -76.98994089999999 -12.0649579, -76.9902124 -12.0650921, -76.99050250000001 -12.0652265))"
way,503661458,school,I.E. Miguel Grau Seminario,"POLYGON ((-76.8579002 -12.2940055, -76.85744080000001 -12.2935179, -76.8575773 -12.2933907, -76.85759059999999 -12.2933917, -76.85761599999999 -12.2933689, -76.85761290000001 -12.293354, -76.8580501 -12.2929403, -76.85851820000001 -12.2934055, -76.8579002 -12.2940055))"
way,503787469,school,Institución Educativa N° 7239 Santísimo Salvador,"POLYGON ((-76.89230209999999 -12.2330179, -76.8919975 -12.2333129, -76.8924683 -12.2338068, -76.8927705 -12.2335369, -76.89277130000001 -12.2335262, -76.89230209999999 -12.2330179))"
way,503803540,school,Institución Educativa 1246 La Libertad,"POLYGON ((-76.8229522 -12.1359492, -76.82328200000001 -12.1362469, -76.8235303 -12.1360284, -76.8231983 -12.1357158, -76.8229522 -12.1359492))"
way,503897263,parking,,"POLYGON ((-76.9830192 -12.173159, -76.983075 -12.173568, -76.9822834 -12.1736684, -76.98223110000001 -12.173264, -76.9830192 -12.173159))"
way,506314119,school,Institución Educativa Arquitecto Fernando Belaunde Terry,"POLYGON ((-77.0162739 -12.2043426, -77.01563299999999 -12.2047688, -77.0157987 -12.2050002, -77.0158342 -12.2050071, -77.016262 -12.204711, -77.016262 -12.2046986, -77.01629560000001 -12.2046757, -77.0163103 -12.2046789, -77.01643300000001 -12.2045937, -77.01643970000001 -12.2045669, -77.0162739 -12.2043426))"
way,506314120,school,I.E.P. Divino Maestro,"POLYGON ((-77.0140834 -12.2061046, -77.01384419999999 -12.2062663, -77.0136468 -12.2059874, -77.0136535 -12.2059494, -77.01387010000001 -12.205803, -77.0140834 -12.2061046))"
way,506314121,school,Institución Educativa Divino Maestro,"POLYGON ((-77.0149954 -12.2072876, -77.0147721 -12.2074398, -77.014768 -12.2074954, -77.01496520000001 -12.2077776, -77.01500179999999 -12.2077815, -77.0152346 -12.2076228, -77.0149954 -12.2072876))"
way,506314131,school,Colegio Santísima María,"POLYGON ((-77.0072684 -12.1990014, -77.00694729999999 -12.1992526, -77.0071748 -12.1995303, -77.0075452 -12.1992406, -77.00743749999999 -12.1991091, -77.00738819999999 -12.1991477, -77.0072684 -12.1990014))"
way,506314132,school,Institución Educativa Santisima Maria S.a.c.,"POLYGON ((-77.006758 -12.1992768, -77.0065287 -12.1994521, -77.006823 -12.19982, -77.0070523 -12.1996447, -77.006758 -12.1992768))"
way,507688220,parking,,"POLYGON ((-76.9130108 -12.0423448, -76.91284330000001 -12.0425691, -76.91261489999999 -12.0424058, -76.9127824 -12.0421816, -76.9130108 -12.0423448))"
way,507793181,school,I.E. N° 7261 Santa Rosa de Collanac,"POLYGON ((-76.864287 -12.1005341, -76.86387929999999 -12.1010586, -76.8649951 -12.1015464, -76.86519629999999 -12.1011871, -76.864287 -12.1005341))"
way,507796743,clinic,Clinica Parroquial Divina Providencia,"POLYGON ((-76.88126219999999 -12.0877135, -76.8810515 -12.0879728, -76.8811312 -12.0880347, -76.8813419 -12.0877754, -76.88126219999999 -12.0877135))"
way,507987342,school,Institución Educativa Maria Auxiliadora,"POLYGON ((-77.0038981 -12.1059117, -77.0040381 -12.105945, -77.0040094 -12.1061555, -77.00399880000001 -12.1061689, -77.00399090000001 -12.1062209, -77.00399830000001 -12.1062371, -77.00396790000001 -12.106472, -77.0038481 -12.1064599, -77.0036909 -12.1062506, -77.0037063 -12.10606, -77.0038981 -12.1059117))"
way,509518213,clinic,Policlínico PNP Villa María del Triunfo,"POLYGON ((-76.94790570000001 -12.1658036, -76.94787839999999 -12.1658442, -76.9477945 -12.1659692, -76.9480925 -12.1661603, -76.9482045 -12.1659934, -76.9481677 -12.1659698, -76.94809840000001 -12.1660731, -76.9479171 -12.1659569, -76.9479856 -12.1658548, -76.94790570000001 -12.1658036))"
way,509518214,clinic,Policlínico Villa María,"POLYGON ((-76.94761219999999 -12.1643702, -76.9473692 -12.1647133, -76.9474323 -12.164756, -76.9476753 -12.1644129, -76.94761219999999 -12.1643702))"
way,509927960,school,I.E. N° 6054,"POLYGON ((-76.76649020000001 -12.0816639, -76.7663805 -12.0817712, -76.76692199999999 -12.0824045, -76.76704410000001 -12.0822903, -76.76649020000001 -12.0816639))"
way,509927962,school,Institución Educativa Victor Raul Haya De La Torre,"POLYGON ((-76.770799 -12.0835669, -76.7703647 -12.0837153, -76.7704068 -12.0840418, -76.77039739999999 -12.0841674, -76.7704651 -12.084382, -76.7709718 -12.0842176, -76.7708761 -12.083882, -76.770799 -12.0835669))"
way,510566532,school,Institución Educativa Andres Razuri,"POLYGON ((-76.9261376 -12.2083952, -76.92592569999999 -12.2082891, -76.9260183 -12.2081449, -76.9262516 -12.2082655, -76.9261376 -12.2083952))"
way,510570663,school,I.E. N° 6018 Huarangal,"POLYGON ((-76.8075151 -12.1059241, -76.80774479999999 -12.1056399, -76.80811679999999 -12.1058466, -76.808375 -12.1060016, -76.80855990000001 -12.1061765, -76.80866159999999 -12.1063216, -76.8086677 -12.1064905, -76.8086595 -12.10657, -76.8086352 -12.1066972, -76.8085152 -12.1068105, -76.8079786 -12.106417, -76.80787460000001 -12.1061675, -76.8077311 -12.1060587, -76.80757819999999 -12.1059747, -76.8075151 -12.1059241))"
way,511380717,school,Colegio Parroquial Los Caminantes,"POLYGON ((-76.9079977 -12.2285913, -76.9079234 -12.2286069, -76.9079022 -12.2285152, -76.90618120000001 -12.2288171, -76.90631550000001 -12.229642, -76.9066868 -12.2295787, -76.90727529999999 -12.229529, -76.90739240000001 -12.229511, -76.90766189999999 -12.2294688, -76.90812560000001 -12.2293845, -76.9079977 -12.2285913))"
way,511380718,school,Institución Educativa Los Caminantes,"POLYGON ((-76.90727990000001 -12.228875, -76.9071775 -12.2288956, -76.90727579999999 -12.2293618, -76.9073783 -12.2293412, -76.90727990000001 -12.228875))"
way,511380722,school,I.E.P. Santa Ursula,"POLYGON ((-76.9062929 -12.2245718, -76.9060185 -12.2246131, -76.906041 -12.2247559, -76.9063154 -12.2247146, -76.9062929 -12.2245718))"
way,511380723,school,,"POLYGON ((-76.90731719999999 -12.2248843, -76.90704270000001 -12.2249256, -76.90706520000001 -12.2250683, -76.90733969999999 -12.2250271, -76.90731719999999 -12.2248843))"
way,511380724,school,I.E. N° 7258 Las Palmas,"POLYGON ((-76.89083599999999 -12.2270915, -76.8912182 -12.2275273, -76.89083599999999 -12.2278957, -76.8906874 -12.2277591, -76.89057939999999 -12.2278611, -76.8902768 -12.2275636, -76.89083599999999 -12.2270915))"
way,511577523,school,Colegio Parroquial Cristo Sacerdote,"POLYGON ((-76.9066284 -12.2371014, -76.9065155 -12.2370621, -76.9064224 -12.2373303, -76.9063805 -12.2374225, -76.9064953 -12.2374663, -76.9066284 -12.2371014))"
way,511797493,school,I.E. N° 20915 Villa Jardín Cucuya,"POLYGON ((-76.8435872 -12.2218457, -76.843484 -12.2217802, -76.8428724 -12.2225286, -76.8429931 -12.222606, -76.843024 -12.2225889, -76.8430736 -12.2226151, -76.84307630000001 -12.2226531, -76.84317950000001 -12.22272, -76.8435872 -12.2218457))"
way,511806555,police,Unidad de Salvataje PNP,"POLYGON ((-77.02840860000001 -12.1403487, -77.0283343 -12.1404554, -77.0282869 -12.1404239, -77.0282225 -12.1405165, -77.02818480000001 -12.1404915, -77.02812400000001 -12.1405788, -77.02817349999999 -12.1406117, -77.0280803 -12.1407456, -77.0281493 -12.1407915, -77.0280697 -12.140906, -77.0280056 -12.1408634, -77.0280443 -12.1408077, -77.0279355 -12.1407354, -77.0279001 -12.1407862, -77.0278328 -12.1407414, -77.0279178 -12.1406192, -77.02801599999999 -12.1406845, -77.0280435 -12.1406449, -77.0279591 -12.1405888, -77.0281622 -12.140297, -77.02821609999999 -12.1403328, -77.0282694 -12.1402562, -77.02840860000001 -12.1403487))"
way,511806556,restaurant,La Panka,"POLYGON ((-77.0271066 -12.1424275, -77.02699699999999 -12.1425799, -77.026753 -12.1424122, -77.0268627 -12.1422597, -77.0271066 -12.1424275))"
way,511806557,restaurant,Segundo Muelle,"POLYGON ((-77.0269729 -12.1426192, -77.0268913 -12.1427313, -77.02661260000001 -12.1425192, -77.02671359999999 -12.142426, -77.0269729 -12.1426192))"
way,511806560,restaurant,Sopranos,"POLYGON ((-77.0266032 -12.1639354, -77.0266203 -12.1640066, -77.0265974 -12.1640118, -77.02661430000001 -12.1640822, -77.0264924 -12.1641101, -77.0264585 -12.1639686, -77.0266032 -12.1639354))"
way,511827124,parking,,"POLYGON ((-77.0274679 -12.1655772, -77.0273392 -12.1655028, -77.0271834 -12.1654021, -77.0270656 -12.1653074, -77.0269377 -12.1651883, -77.026815 -12.1650499, -77.0266877 -12.1648936, -77.02663939999999 -12.1648674, -77.02658479999999 -12.1648658, -77.0265326 -12.164891, -77.0265012 -12.1649331, -77.0264925 -12.164987, -77.02651 -12.1650381, -77.026623 -12.1651881, -77.0267777 -12.1653546, -77.0269926 -12.1655428, -77.0271721 -12.1656641, -77.02730200000001 -12.165711, -77.0273897 -12.1657374, -77.02744610000001 -12.1657369, -77.0274874 -12.1657118, -77.0275073 -12.1656653, -77.0274977 -12.1656156, -77.0274679 -12.1655772))"
way,511827129,restaurant,Cielo's,"POLYGON ((-77.0331309 -12.1745289, -77.033124 -12.1746069, -77.0329535 -12.1745926, -77.0329603 -12.1745146, -77.0331309 -12.1745289))"
way,511827133,restaurant,,"POLYGON ((-77.0331274 -12.1747771, -77.0331133 -12.1749007, -77.03295079999999 -12.174883, -77.0329649 -12.1747594, -77.0331274 -12.1747771))"
way,511827137,restaurant,GOA,"POLYGON ((-77.0330549 -12.1754655, -77.03304540000001 -12.1755589, -77.03296880000001 -12.1755507, -77.0329124 -12.1755463, -77.0329211 -12.1754536, -77.0330549 -12.1754655))"
